collection_num	cookie_num	name	value	domain	path	expires	size	httponly	secure	samesite	raw_cookie
2	0	__utma	140468577.1188432887.1644753091.1644753091.1644753091.1	.cherrymx.de	/	1707825091	61	0	0	None	{'domain': '.cherrymx.de', 'expires': 1707825091, 'httpOnly': False, 'name': '__utma', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 61, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '140468577.1188432887.1644753091.1644753091.1644753091.1'}
2	1	__utmc	140468577	.cherrymx.de	/	-1	15	0	0	None	{'domain': '.cherrymx.de', 'expires': -1, 'httpOnly': False, 'name': '__utmc', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': True, 'size': 15, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '140468577'}
2	2	__utmz	140468577.1644753091.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none)	.cherrymx.de	/	1660521091	76	0	0	None	{'domain': '.cherrymx.de', 'expires': 1660521091, 'httpOnly': False, 'name': '__utmz', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 76, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '140468577.1644753091.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none)'}
2	3	__utmt	1	.cherrymx.de	/	1644753691	7	0	0	None	{'domain': '.cherrymx.de', 'expires': 1644753691, 'httpOnly': False, 'name': '__utmt', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 7, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
2	4	__utmb	140468577.1.10.1644753091	.cherrymx.de	/	1644754891	31	0	0	None	{'domain': '.cherrymx.de', 'expires': 1644754891, 'httpOnly': False, 'name': '__utmb', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '140468577.1.10.1644753091'}
2	5	_fbp	fb.1.1644753091132.100600	.cherrymx.de	/	1652529093	29	0	0	Lax	{'domain': '.cherrymx.de', 'expires': 1652529093, 'httpOnly': False, 'name': '_fbp', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'fb.1.1644753091132.100600'}
2	6	allowCookies	true	www.cherrymx.de	/	1647172293	16	0	0	None	{'domain': 'www.cherrymx.de', 'expires': 1647172293, 'httpOnly': False, 'name': 'allowCookies', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 16, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'true'}
3	0	nostojs	autoload	.philipkingsley.co.uk	/	1770897216	15	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1770897216, 'httpOnly': False, 'name': 'nostojs', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 15, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'autoload'}
3	1	_fbp	fb.2.1644753216724.571755535	.philipkingsley.co.uk	/	1652529218	32	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1652529218, 'httpOnly': False, 'name': '_fbp', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 32, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'fb.2.1644753216724.571755535'}
3	2	2c.cId	6208f14050291a19b92f7fee	.philipkingsley.co.uk	/	1770897216	30	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1770897216, 'httpOnly': False, 'name': '2c.cId', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '6208f14050291a19b92f7fee'}
3	3	_ga_MXDP1GR22N	GS1.1.1644753216.1.0.1644753216.0	.philipkingsley.co.uk	/	1707825216	47	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1707825216, 'httpOnly': False, 'name': '_ga_MXDP1GR22N', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 47, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GS1.1.1644753216.1.0.1644753216.0'}
3	4	LP-4ED890B397770B834OQEC05194E03DB4F023	cid=82CEF06E3D57707605F5988A3EF6052EE	email.philipkingsley.co.uk	/	1647345216.84067	76	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': 1647345216.840667, 'httpOnly': False, 'name': 'LP-4ED890B397770B834OQEC05194E03DB4F023', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 76, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'cid=82CEF06E3D57707605F5988A3EF6052EE'}
3	5		responder-4OQE-BY2	email.philipkingsley.co.uk	/	-1	18	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': -1, 'httpOnly': False, 'name': '', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': True, 'size': 18, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'responder-4OQE-BY2'}
3	6	Survey-Started-9a6edbd100a815894xl9b1b02ff905e565e4	2022-02-13 11:53:36.773	email.philipkingsley.co.uk	/	1644756816.84071	74	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': 1644756816.840714, 'httpOnly': False, 'name': 'Survey-Started-9a6edbd100a815894xl9b1b02ff905e565e4', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 74, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '2022-02-13 11:53:36.773'}
3	7	_ga	GA1.3.1159603885.1644753217	.philipkingsley.co.uk	/	1707825216	30	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1707825216, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.1159603885.1644753217'}
3	8	_gid	GA1.3.488015026.1644753217	.philipkingsley.co.uk	/	1644839616	30	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1644839616, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.488015026.1644753217'}
3	9	_gat_UA-21297014-1	1	.philipkingsley.co.uk	/	1644753276	19	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1644753276, 'httpOnly': False, 'name': '_gat_UA-21297014-1', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 19, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
3	10	test_cookie	CheckForPermission	.doubleclick.net	/	1644754117.07581	29	0	1	None	{'domain': '.doubleclick.net', 'expires': 1644754117.075807, 'httpOnly': False, 'name': 'test_cookie', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'CheckForPermission'}
3	11	_hjFirstSeen	1	.philipkingsley.co.uk	/	1644755047	13	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1644755047, 'httpOnly': False, 'name': '_hjFirstSeen', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 13, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
3	12	_hjSessionUser_1130779	eyJpZCI6IjMxNjMwNzA1LTNjMWMtNTIyZi1iYzE3LTQ0YTUwZTRhMzQ2ZiIsImNyZWF0ZWQiOjE2NDQ3NTMyMTcxMDAsImV4aXN0aW5nIjpmYWxzZX0=	.philipkingsley.co.uk	/	1676289217	138	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1676289217, 'httpOnly': False, 'name': '_hjSessionUser_1130779', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 138, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'eyJpZCI6IjMxNjMwNzA1LTNjMWMtNTIyZi1iYzE3LTQ0YTUwZTRhMzQ2ZiIsImNyZWF0ZWQiOjE2NDQ3NTMyMTcxMDAsImV4aXN0aW5nIjpmYWxzZX0='}
3	13	_hjIncludedInSessionSample	1	www.philipkingsley.co.uk	/	1644753337	27	0	0	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644753337, 'httpOnly': False, 'name': '_hjIncludedInSessionSample', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 27, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
3	14	_hjSession_1130779	eyJpZCI6IjJiN2E1YjdjLTFhYmItNDFjMi1iZGIyLTJiODJmZWQxNWY0MiIsImNyZWF0ZWQiOjE2NDQ3NTMyMTcxMDcsImluU2FtcGxlIjp0cnVlfQ==	.philipkingsley.co.uk	/	1644755047	134	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1644755047, 'httpOnly': False, 'name': '_hjSession_1130779', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 134, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'eyJpZCI6IjJiN2E1YjdjLTFhYmItNDFjMi1iZGIyLTJiODJmZWQxNWY0MiIsImNyZWF0ZWQiOjE2NDQ3NTMyMTcxMDcsImluU2FtcGxlIjp0cnVlfQ=='}
3	15	_hjIncludedInPageviewSample	1	www.philipkingsley.co.uk	/	1644753337	28	0	0	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644753337, 'httpOnly': False, 'name': '_hjIncludedInPageviewSample', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 28, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
3	16	_hjAbsoluteSessionInProgress	0	.philipkingsley.co.uk	/	1644755047	29	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1644755047, 'httpOnly': False, 'name': '_hjAbsoluteSessionInProgress', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '0'}
3	17	respondentid4OQE-BY2count	0	email.philipkingsley.co.uk	/	-1	26	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': -1, 'httpOnly': False, 'name': 'respondentid4OQE-BY2count', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': True, 'size': 26, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '0'}
3	18	respondentid4OQE-BY2	d02e9f3f-ff6b-4f2f-8388-b27e0e47c91b	email.philipkingsley.co.uk	/	1647345217	56	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': 1647345217, 'httpOnly': False, 'name': 'respondentid4OQE-BY2', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 56, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'd02e9f3f-ff6b-4f2f-8388-b27e0e47c91b'}
3	19	form_key	AecbwsN1TlemZkex	www.philipkingsley.co.uk	/	-1	24	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': -1, 'httpOnly': False, 'name': 'form_key', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': True, 'size': 24, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'AecbwsN1TlemZkex'}
3	20	mage-cache-storage	%7B%7D	www.philipkingsley.co.uk	/	1644839618	24	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'mage-cache-storage', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 24, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	21	mage-cache-storage-section-invalidation	%7B%7D	www.philipkingsley.co.uk	/	1644839618	45	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'mage-cache-storage-section-invalidation', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 45, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	22	mage-cache-sessid	true	www.philipkingsley.co.uk	/	1644839618	21	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'mage-cache-sessid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 21, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'true'}
3	23	recently_viewed_product	%7B%7D	www.philipkingsley.co.uk	/	1644839618	29	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'recently_viewed_product', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	24	recently_viewed_product_previous	%7B%7D	www.philipkingsley.co.uk	/	1644839618	38	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'recently_viewed_product_previous', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 38, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	25	recently_compared_product	%7B%7D	www.philipkingsley.co.uk	/	1644839618	31	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'recently_compared_product', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	26	recently_compared_product_previous	%7B%7D	www.philipkingsley.co.uk	/	1644839618	40	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'recently_compared_product_previous', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 40, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	27	product_data_storage	%7B%7D	www.philipkingsley.co.uk	/	1644839618	26	0	1	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644839618, 'httpOnly': False, 'name': 'product_data_storage', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': True, 'session': False, 'size': 26, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '%7B%7D'}
3	28	mage-messages		www.philipkingsley.co.uk	/	1644782018	13	0	0	Strict	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644782018, 'httpOnly': False, 'name': 'mage-messages', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Strict', 'secure': False, 'session': False, 'size': 13, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': ''}
3	29	_fw_crm_v	0df909d4-2ee4-4c83-865b-aa3c172a9d0c	.www.philipkingsley.co.uk	/	1676289219	45	0	0	Lax	{'domain': '.www.philipkingsley.co.uk', 'expires': 1676289219, 'httpOnly': False, 'name': '_fw_crm_v', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 45, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '0df909d4-2ee4-4c83-865b-aa3c172a9d0c'}
3	30	4OQE-BY2-Dismissed	1	www.philipkingsley.co.uk	/	1645358031	19	0	1	None	{'domain': 'www.philipkingsley.co.uk', 'expires': 1645358031, 'httpOnly': False, 'name': '4OQE-BY2-Dismissed', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 19, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
4	0	nostojs	autoload	.philipkingsley.co.uk	/	1770897216	15	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1770897216, 'httpOnly': False, 'name': 'nostojs', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 15, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'autoload'}
4	1	_fbp	fb.2.1644753216724.571755535	.philipkingsley.co.uk	/	1652529218	32	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1652529218, 'httpOnly': False, 'name': '_fbp', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 32, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'fb.2.1644753216724.571755535'}
4	2	2c.cId	6208f14050291a19b92f7fee	.philipkingsley.co.uk	/	1770897216	30	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1770897216, 'httpOnly': False, 'name': '2c.cId', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '6208f14050291a19b92f7fee'}
4	3	_ga_MXDP1GR22N	GS1.1.1644753216.1.0.1644753216.0	.philipkingsley.co.uk	/	1707825216	47	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1707825216, 'httpOnly': False, 'name': '_ga_MXDP1GR22N', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 47, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GS1.1.1644753216.1.0.1644753216.0'}
4	4	LP-4ED890B397770B834OQEC05194E03DB4F023	cid=82CEF06E3D57707605F5988A3EF6052EE	email.philipkingsley.co.uk	/	1647345216.84067	76	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': 1647345216.840667, 'httpOnly': False, 'name': 'LP-4ED890B397770B834OQEC05194E03DB4F023', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 76, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'cid=82CEF06E3D57707605F5988A3EF6052EE'}
4	5		responder-4OQE-BY2	email.philipkingsley.co.uk	/	-1	18	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': -1, 'httpOnly': False, 'name': '', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': True, 'size': 18, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'responder-4OQE-BY2'}
4	6	Survey-Started-9a6edbd100a815894xl9b1b02ff905e565e4	2022-02-13 11:53:36.773	email.philipkingsley.co.uk	/	1644756816.84071	74	0	1	None	{'domain': 'email.philipkingsley.co.uk', 'expires': 1644756816.840714, 'httpOnly': False, 'name': 'Survey-Started-9a6edbd100a815894xl9b1b02ff905e565e4', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 74, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '2022-02-13 11:53:36.773'}
4	7	_ga	GA1.3.1159603885.1644753217	.philipkingsley.co.uk	/	1707825216	30	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1707825216, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.1159603885.1644753217'}
4	8	_gid	GA1.3.488015026.1644753217	.philipkingsley.co.uk	/	1644839616	30	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1644839616, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.488015026.1644753217'}
4	9	_gat_UA-21297014-1	1	.philipkingsley.co.uk	/	1644753276	19	0	0	None	{'domain': '.philipkingsley.co.uk', 'expires': 1644753276, 'httpOnly': False, 'name': '_gat_UA-21297014-1', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 19, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
4	10	test_cookie	CheckForPermission	.doubleclick.net	/	1644754117.07581	29	0	1	None	{'domain': '.doubleclick.net', 'expires': 1644754117.075807, 'httpOnly': False, 'name': 'test_cookie', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'CheckForPermission'}
4	11	_hjFirstSeen	1	.philipkingsley.co.uk	/	1644755047	13	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1644755047, 'httpOnly': False, 'name': '_hjFirstSeen', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 13, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
4	12	_hjSessionUser_1130779	eyJpZCI6IjMxNjMwNzA1LTNjMWMtNTIyZi1iYzE3LTQ0YTUwZTRhMzQ2ZiIsImNyZWF0ZWQiOjE2NDQ3NTMyMTcxMDAsImV4aXN0aW5nIjpmYWxzZX0=	.philipkingsley.co.uk	/	1676289217	138	0	0	Lax	{'domain': '.philipkingsley.co.uk', 'expires': 1676289217, 'httpOnly': False, 'name': '_hjSessionUser_1130779', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 138, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'eyJpZCI6IjMxNjMwNzA1LTNjMWMtNTIyZi1iYzE3LTQ0YTUwZTRhMzQ2ZiIsImNyZWF0ZWQiOjE2NDQ3NTMyMTcxMDAsImV4aXN0aW5nIjpmYWxzZX0='}
4	13	_hjIncludedInSessionSample	1	www.philipkingsley.co.uk	/	1644753337	27	0	0	Lax	{'domain': 'www.philipkingsley.co.uk', 'expires': 1644753337, 'httpOnly': False, 'name': '_hjIncludedInSessionSample', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'Lax', 'secure': False, 'session': False, 'size': 27, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
